Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1664213992.4654894,0,63593,0,GPS1_Frame1,42.33864333333333,-71.08859666666666,1.1,4689489.123828148,327943.92948641715,19,T
1664213993.4651804,0,63594,0,GPS1_Frame1,42.33864333333333,-71.08859666666666,1.1,4689489.123828148,327943.92948641715,19,T
1664213994.4653656,0,63595,0,GPS1_Frame1,42.33864333333333,-71.088595,1.1,4689489.120455642,327944.0667901463,19,T
1664213995.4836845,0,63596,0,GPS1_Frame1,42.338633333333334,-71.08860666666666,1.1,4689488.033639222,327943.0783892713,19,T
1664213996.4844143,0,63597,0,GPS1_Frame1,42.338625,-71.08861166666667,1.1,4689487.11840346,327942.64374898927,19,T
1664213997.4648857,0,63598,0,GPS1_Frame1,42.33862,-71.088615,1.1,4689486.569936523,327942.3555040109,19,T
1664213998.4805946,0,63599,0,GPS1_Frame1,42.33861666666667,-71.08861833333333,1.2,4689486.206540263,327942.07180481445,19,T
1664213999.484809,0,63600,0,GPS1_Frame1,42.338613333333335,-71.08861833333333,1.1,4689485.836398929,327942.0627131746,19,T
1664214000.4676077,0,63601,0,GPS1_Frame1,42.33861,-71.08861666666667,1.1,4689485.462885054,327942.19092533516,19,T
1664214001.4663546,0,63602,0,GPS1_Frame1,42.338606666666664,-71.088615,1.1,4689485.089371184,327942.31913751067,19,T
1664214002.4667394,0,63603,0,GPS1_Frame1,42.338605,-71.08861333333333,1.1,4689484.900927983,327942.4518955116,19,T
1664214003.4849489,0,63604,0,GPS1_Frame1,42.33860333333333,-71.08861166666667,1.1,4689484.712484784,327942.5846535199,19,T
1664214004.4663455,0,63605,0,GPS1_Frame1,42.3386,-71.08861,1.1,4689484.338970923,327942.71286573086,19,T
1664214005.4658132,0,63606,0,GPS1_Frame1,42.3386,-71.08861,1.1,4689484.338970923,327942.71286573086,19,T
1664214006.4712255,0,63607,0,GPS1_Frame1,42.3386,-71.08861,1.0,4689484.338970923,327942.71286573086,19,T
1664214007.469211,0,63608,0,GPS1_Frame1,42.3386,-71.08861,1.0,4689484.338970923,327942.71286573086,19,T
1664214008.4885924,0,63609,0,GPS1_Frame1,42.3386,-71.08861,1.0,4689484.338970923,327942.71286573086,19,T
1664214009.4878542,0,63610,0,GPS1_Frame1,42.3386,-71.08860833333334,1.0,4689484.335598398,327942.85016955447,19,T
1664214010.4745772,0,63611,0,GPS1_Frame1,42.3386,-71.08860833333334,1.0,4689484.335598398,327942.85016955447,19,T
1664214011.4697068,0,63612,0,GPS1_Frame1,42.3386,-71.08860833333334,1.0,4689484.335598398,327942.85016955447,19,T
1664214012.4900153,0,63613,0,GPS1_Frame1,42.3386,-71.08860833333334,1.0,4689484.335598398,327942.85016955447,19,T
1664214013.4932108,0,63614,0,GPS1_Frame1,42.3386,-71.08860833333334,0.9,4689484.335598398,327942.85016955447,19,T
1664214014.4734285,0,63615,0,GPS1_Frame1,42.3386,-71.08860833333334,0.9,4689484.335598398,327942.85016955447,19,T
1664214015.4739118,0,63616,0,GPS1_Frame1,42.3386,-71.08860833333334,0.9,4689484.335598398,327942.85016955447,19,T
1664214016.472966,0,63617,0,GPS1_Frame1,42.3386,-71.08860833333334,0.9,4689484.335598398,327942.85016955447,19,T
1664214017.4930153,0,63618,0,GPS1_Frame1,42.3386,-71.08860833333334,0.9,4689484.335598398,327942.85016955447,19,T
1664214018.493678,0,63619,0,GPS1_Frame1,42.3386,-71.08860833333334,0.9,4689484.335598398,327942.85016955447,19,T
1664214019.4733226,0,63620,0,GPS1_Frame1,42.3386,-71.08860833333334,0.9,4689484.335598398,327942.85016955447,19,T
1664214020.469582,0,63621,0,GPS1_Frame1,42.3386,-71.08860833333334,1.0,4689484.335598398,327942.85016955447,19,T
1664214021.4695919,0,63622,0,GPS1_Frame1,42.3386,-71.08860833333334,1.0,4689484.335598398,327942.85016955447,19,T
1664214022.4707582,0,63623,0,GPS1_Frame1,42.3386,-71.08860833333334,1.0,4689484.335598398,327942.85016955447,19,T
1664214023.469681,0,63624,0,GPS1_Frame1,42.3386,-71.08860833333334,1.0,4689484.335598398,327942.85016955447,19,T
1664214024.470498,0,63625,0,GPS1_Frame1,42.3386,-71.08860833333334,1.0,4689484.335598398,327942.85016955447,19,T
1664214025.469468,0,63626,0,GPS1_Frame1,42.3386,-71.08860833333334,1.0,4689484.335598398,327942.85016955447,19,T
1664214026.4707804,0,63627,0,GPS1_Frame1,42.33859833333333,-71.08860833333334,1.0,4689484.150527731,327942.8456237577,19,T
1664214027.469821,0,63628,0,GPS1_Frame1,42.33859833333333,-71.08860833333334,1.0,4689484.150527731,327942.8456237577,19,T
1664214028.4696064,0,63629,0,GPS1_Frame1,42.33859833333333,-71.08860833333334,1.0,4689484.150527731,327942.8456237577,19,T
1664214029.4687934,0,63630,0,GPS1_Frame1,42.33859833333333,-71.08860833333334,1.0,4689484.150527731,327942.8456237577,19,T
1664214030.469475,0,63631,0,GPS1_Frame1,42.33859833333333,-71.08860833333334,1.0,4689484.150527731,327942.8456237577,19,T
1664214031.4677541,0,63632,0,GPS1_Frame1,42.33859833333333,-71.08860833333334,1.0,4689484.150527731,327942.8456237577,19,T
1664214032.4682376,0,63633,0,GPS1_Frame1,42.33859833333333,-71.08860833333334,1.0,4689484.150527731,327942.8456237577,19,T
1664214033.4685168,0,63634,0,GPS1_Frame1,42.33859833333333,-71.08860833333334,1.2,4689484.150527731,327942.8456237577,19,T
1664214034.4682598,0,63635,0,GPS1_Frame1,42.33859833333333,-71.08860833333334,1.2,4689484.150527731,327942.8456237577,19,T
1664214035.467875,0,63636,0,GPS1_Frame1,42.33859833333333,-71.08860833333334,1.2,4689484.150527731,327942.8456237577,19,T
1664214036.4700618,0,63637,0,GPS1_Frame1,42.33859833333333,-71.08860833333334,1.2,4689484.150527731,327942.8456237577,19,T
1664214037.4697657,0,63638,0,GPS1_Frame1,42.33859833333333,-71.08860833333334,1.2,4689484.150527731,327942.8456237577,19,T
1664214038.4880614,0,63639,0,GPS1_Frame1,42.33859833333333,-71.08860833333334,1.2,4689484.150527731,327942.8456237577,19,T
1664214039.469366,0,63640,0,GPS1_Frame1,42.33859833333333,-71.08860833333334,1.2,4689484.150527731,327942.8456237577,19,T
1664214040.469353,0,63641,0,GPS1_Frame1,42.33859833333333,-71.08860833333334,1.2,4689484.150527731,327942.8456237577,19,T
1664214041.4880238,0,63642,0,GPS1_Frame1,42.33859833333333,-71.08860666666666,1.2,4689484.147155208,327942.9829275849,19,T
1664214042.4883718,0,63643,0,GPS1_Frame1,42.33859833333333,-71.08860666666666,1.2,4689484.147155208,327942.9829275849,19,T
